accn,name,cq_a5,cq_b12,cq_d9,cq_g12,cq_eluate,xq_a5,xq_b12,xq_d9,xq_g12,xq_eluate,hq_a5,hq_b12,hq_d9,hq_g12,hq_eluate
XP_027243958.1,peptidyl-prolyl cis-trans isomerase A isoform X2 [Cricetulus griseus],,0.06241645184195241,0.07735051896684812,0.09939896904709365,9.118730292597702,,,,0.03030764424889108,9.767021167660248,,,,,59.62918210347049
XP_027244616.1,heat shock 70 kDa protein 1A [Cricetulus griseus],,0.4117329592795965,0.7870139993956226,0.7303642262988285,14.4997212139989,,,,,8.046775560388445,,,,,9.749983124129423
XP_027244631.1,chloride intracellular channel protein 1 [Cricetulus griseus],,0.19354803767875572,0.1186964751772925,0.5355245650308548,13.906494983976955,,,,0.39302063746172633,21.286392345387625,,,,,76.8239185544145
XP_027244682.1,lipoprotein lipase isoform X2 [Cricetulus griseus],0.4658439425939808,16.11721595012023,27.010584303129964,21.636445651091506,118.7260443978018,,,,10.323732110679215,135.2798889360682,,,,,674.3740571155837
XP_027245386.1,transketolase [Cricetulus griseus],,0.6462502302705163,1.031842166225167,1.2273407209238258,54.23404784663372,,,,0.7898364503532768,70.06186765816001,,,,,244.16836645749777
XP_027245745.1,F-actin-capping protein subunit alpha-2 isoform X2 [Cricetulus griseus],,,,0.11477513368101243,2.525241479140951,,,,,3.600063946245386,,,,,11.15362906830911
XP_027245947.1,integral membrane protein 2B [Cricetulus griseus],,0.09773778317791097,0.22913605802037093,0.15639462654223818,7.79606799706387,,,,0.07320919162536685,5.4286252191722975,,,,,29.1667834133058
XP_027246103.1,clusterin [Cricetulus griseus],5.845905156641569,176.5214048373817,323.0938405732881,158.12997881238104,5155.815833639516,,,,106.14192618737995,5422.068549901057,,1.3195749861656438,,0.7205771690970066,12930.683989799934
XP_027246369.1,proteasome activator complex subunit 2 [Cricetulus griseus],,0.09263101892125622,0.16185127774853858,0.1288998831276942,,,,,0.09671164160952495,8.9960552883688,,,,,22.360542409857434
XP_027246373.1,proteasome activator complex subunit 1 isoform X2 [Cricetulus griseus],,0.05036670320057872,0.09203964816846073,0.028542608449068245,,,,,,0.42848025482262175,,,,,1.9584162755757155
XP_027246555.1,UDP-glucose 6-dehydrogenase isoform X3 [Cricetulus griseus],,,0.27430412436156937,0.1753185036566995,,,,,,5.094428286396307,,,,,29.682297302151643
XP_027246745.1,amidophosphoribosyltransferase isoform X3 [Cricetulus griseus],,,,41.40325088695338,12.368709897383216,,317.04657273371726,,,11.23064551372893,,,,,16.738081359437377
XP_027246968.1,protocadherin Fat 1 isoform X2 [Cricetulus griseus],0.3608698128569107,6.495307876525225,47.78179064797223,9.497417236214986,862.898668607219,,,,3.4813188501621832,439.6197572345803,,,,,1202.1755494374218
XP_027246972.1,acid ceramidase isoform X2 [Cricetulus griseus],,,0.09486797008454148,0.10252944339711752,,,,,,,,,,,16.434046114114345
XP_027247130.1,staphylococcal nuclease domain-containing protein 1 isoform X2 [Cricetulus griseus],,5.7995650984854255,13.102019698285854,0.32914742085015675,63.833156913741625,,,,,122.84691154186613,,,,,94.84344641640728
XP_027247220.1,aldose reductase [Cricetulus griseus],,0.10191930611327091,0.1815525880264687,0.11361623807340185,1.0672857259385837,,,,,2.293041556642327,,,,,14.4564742801154
XP_027247363.1,disintegrin and metalloproteinase domain-containing protein 22 isoform X11 [Cricetulus griseus],,,,6.503787984845568,,,,,,2.62885212557015,,,,,25.91343646892617
XP_027247995.1,prolow-density lipoprotein receptor-related protein 1 isoform X1 [Cricetulus griseus],,0.41520547004611963,5.006684585916082,3.1222578555963305,299.8152692661165,,,,,247.6507259397823,,,,,631.7720282102772
XP_027248092.1,ribitol-5-phosphate xylosyltransferase 1 isoform X3 [Cricetulus griseus],,0.41300561939713926,0.7380209836540819,0.37883135275056384,9.127958054093385,,,,0.2644165506622673,11.995233219158411,,,,,51.33992555484322
XP_027248134.1,ras-related protein Rap-1b [Cricetulus griseus],,0.06889054967138006,0.10233353391348987,0.22592203376256176,4.19755002619048,,,,0.18027283889270918,5.147359136304357,,,,,19.01738259584157
XP_027248157.1,T-complex protein 1 subunit beta [Cricetulus griseus],,0.06779477027847979,2.712191780063344,0.1868416541114033,17.564600022699043,,,,,48.19423921243691,,,,,59.03171271528508
XP_027248343.1,endoplasmin [Cricetulus griseus],,2.1978144869203216,3.3804589692623264,1.6688457714348675,138.03032549408866,,,,1.2719942799909603,54.732330795983216,,,,,266.04294318230603
XP_027248724.1,platelet-derived growth factor C [Cricetulus griseus],,0.10388887964120737,0.8354099886556109,0.3663707788741067,8.445355904731123,,,,0.23868489141333463,11.010639829423672,,,,,66.36606903239898
XP_027248903.1,T-complex protein 1 subunit gamma [Cricetulus griseus],,0.5767775501805555,1.343601402978835,0.9554983878503555,23.681345107193106,,,,0.6130014491913924,25.349720698273163,,,,,155.01667209110283
XP_027249021.1,glucosylceramidase [Cricetulus griseus],,1.1382768669805687,2.071818331875852,0.5536158245521493,15.651960995427029,,,,0.8350292222197725,29.0295037294915,,,,,235.47453396099738
XP_027249169.1,protein S100-A6 isoform X1 [Cricetulus griseus],,0.33195033432427545,0.5315877318199018,0.05729741664774327,0.3435567249485053,,,,,0.9563530248384301,,,,,4.033076142586249
XP_027249274.1,semaphorin-3C isoform X2 [Cricetulus griseus],4.5418100284818665,,,5.241724298973878,10.766793224862933,,0.28448115382436895,0.34398388462142926,,10.707444245959632,,,2.704168970311926,4.746897816470651,110.566630313792
XP_027249297.1,semaphorin-3E [Cricetulus griseus],,,0.3263031147031586,0.5469138383064016,1.5901911702704115,,,,,15.869234963099329,,,,,55.52732004747041
XP_027249566.1,D-3-phosphoglycerate dehydrogenase [Cricetulus griseus],,0.4705387692437619,1.4016382227889848,0.565436708668687,41.609609061827975,,,,0.5823977588357123,65.0764290876853,,,,,172.0339476995048
XP_027249724.1,dnaJ homolog subfamily C member 3 isoform X2 [Cricetulus griseus],,0.090390436151333,1.109071105136227,0.6555500949231627,7.735887554135913,,,,0.22963891659548621,10.447745329239272,,,,,83.1527604293251
XP_027250023.1,D-dopachrome decarboxylase [Cricetulus griseus],,,0.3485558198292206,0.10804802992029872,,,0.1954685113243451,0.08578353557850382,0.06449074625382956,,,,0.2647126256434273,,
XP_027250207.1,lactoylglutathione lyase isoform X1 [Cricetulus griseus],,,0.03884074267123453,0.02413848147970088,3.2887090812533684,,,,,3.391537375081574,,,,,6.629259162367878
XP_027250581.1,procollagen galactosyltransferase 1 isoform X2 [Cricetulus griseus],,,,0.1731932571607139,,,,,,10.00014486305891,,,,,28.791683022704504
XP_027251264.1,glutathione S-transferase Mu 3 [Cricetulus griseus],,0.2476257107915445,0.48509877180428995,0.3613212851942183,1.9957865373925738,,,,0.17304674335245737,2.327414966711069,,,,,18.49800581394973
XP_027251265.1,glutathione S-transferase Mu 6 [Cricetulus griseus],,,0.05227185461385167,0.05289516540891428,,,,,,1.3792710134485733,,,,,10.237020989778667
XP_027251617.1,alcohol dehydrogenase class-3 [Cricetulus griseus],,0.644227719487844,0.9741704862733437,0.3340709443740878,15.162092420249026,,,,,23.009672017986006,,,,,83.56475857822602
XP_027252619.1,collagen alpha-1(III) chain isoform X3 [Cricetulus griseus],,,,3.1606145899786737,,,,,,32.3646222266867,,,,,
XP_027252956.1,bifunctional purine biosynthesis protein PURH [Cricetulus griseus],,,0.06536699064820872,0.8197757835578443,26.956239755753547,,,,,39.791989527997266,,,,,149.6635612490318
XP_027252960.1,fibronectin isoform X4 [Cricetulus griseus],,,1.6405019862167618,0.7453463460499762,86.04119160280433,,0.45036771715204876,,,50.81682847405614,,,1.573973406564776,,185.34011921826453
XP_027253244.1,26S proteasome non-ATPase regulatory subunit 1 isoform X3 [Cricetulus griseus],,,0.46006550709066385,0.3266633707509407,12.268452930490332,,,,,14.626311614685283,,,,,31.39181175855082
XP_027254057.1,"6-phosphogluconate dehydrogenase, decarboxylating [Cricetulus griseus]",0.18077452297957045,1.7986974834655232,2.95948161497044,1.280049083876953,25.813132519432497,,,,0.7660343993968424,47.88328678045858,,,,,160.73297659612803
XP_027254079.1,calsyntenin-1 isoform X4 [Cricetulus griseus],,0.25490276825840436,0.34935417966018617,0.37933370501268937,163.134446357891,,,,,47.89093356723964,,,,,144.41166547696776
XP_027254100.1,alpha-enolase isoform X2 [Cricetulus griseus],,3.522083632191795,5.136782840303374,3.3000497466014043,32.47380827431603,,,,1.737303291107602,37.055382002003405,,,,,301.99022058375635
XP_027255190.1,eukaryotic translation initiation factor 3 subunit I [Cricetulus griseus],,0.10728865000837132,0.12408310227173504,0.1166586924326578,2.603883998357358,,,,0.09461002080505444,5.764320770588098,,,,,11.731128873722673
XP_027255508.1,tissue alpha-L-fucosidase [Cricetulus griseus],,0.17365039973647203,0.5153878907060083,0.36587625109663524,10.853287132900908,,,,0.30550814362777295,13.795117456837797,,,,,65.24296960729191
XP_027255525.1,60S ribosomal protein L11 [Cricetulus griseus],,,,0.1560032987325127,2.2516467663283932,,,,,3.036131863559972,,,,,12.341073537246839
XP_027255640.1,F-actin-capping protein subunit beta isoform X16 [Cricetulus griseus],,0.0523902445770457,0.3989574344198158,0.22109535072750722,6.538466326386832,,,,0.10326970465463459,8.688616022065741,,,,,28.16298893155079
XP_027255877.1,T-complex protein 1 subunit epsilon [Cricetulus griseus],,0.8064408074106657,2.0187562011558984,0.7112544622662768,18.71263527102023,,,,,25.09440165315918,,,,,139.21786371418844
XP_027256200.1,S-methyl-5'-thioadenosine phosphorylase [Cricetulus griseus],,,0.23403690588794895,0.20981480145819922,7.855693802915241,,,,,10.464165785517249,,,,,46.318010257105094
XP_027256478.1,myc box-dependent-interacting protein 1 isoform X8 [Cricetulus griseus],,,,3.4647646624587747,,,15.446480136002927,14.610042713655805,,,,,,,
XP_027256943.1,ribonuclease T2 isoform X1 [Cricetulus griseus],,,0.17977493281545648,0.15690670726084777,1.589898930505026,,,,0.08826236364310279,1.6629922650266418,,,,,19.48072912752519
XP_027257702.1,prolyl endopeptidase isoform X3 [Cricetulus griseus],,,,0.4723724189291324,,,,,,,,,,,13.38435514377293
XP_027258371.1,alcohol dehydrogenase [NADP(+)] isoform X3 [Cricetulus griseus],,,,0.12363268577946233,1.1658354210168715,,,,,1.913264767476545,,,,,16.28137303980112
XP_027258506.1,inositol monophosphatase 2 isoform X2 [Cricetulus griseus],,,0.30427592107428975,0.2058958638843641,2.83490043432375,,,,,4.106843251410108,,,,,31.878188206907154
XP_027258721.1,pantetheinase [Cricetulus griseus],,,0.19965476313189254,0.16732462991637564,9.862481448082857,,,,,14.074552663760995,,,,,42.1109983927371
XP_027258725.1,40S ribosomal protein S12 isoform X2 [Cricetulus griseus],,0.03721948457061,0.03797899359080549,0.24089035802335157,0.8702816198536922,,,,0.12350382025724167,1.2218152054343956,,,,,4.292265592486277
XP_027258818.1,prostaglandin reductase 1 isoform X2 [Cricetulus griseus],,0.6236998917629233,0.2700810742058278,0.553119543759848,21.701139069381995,,,,,26.599784918083685,,,,,75.91807638117457
XP_027258922.1,endoplasmic reticulum resident protein 44 [Cricetulus griseus],,,,0.1002862689058215,13.40649346882827,,,,,25.404086433247567,,,,,34.218025063992684
XP_027259167.1,dnaJ homolog subfamily A member 1 isoform X2 [Cricetulus griseus],,,0.19176456410074386,0.17432322397022285,4.044975660852447,,,,0.09468947157658893,3.1455866914701334,,,,,94.05396933522474
XP_027259523.1,cytosolic non-specific dipeptidase [Cricetulus griseus],,0.3237058387269605,0.5734636022972263,0.9816199574778107,24.03175727453156,,,,0.1813793505368065,22.733584630300992,,,,,159.2432990315227
XP_027259772.1,galectin-1 [Cricetulus griseus],0.6122991414823803,1.1201114119816578,1.502853135760835,0.9985255172113688,2.125452232024629,,0.14241566507726303,0.19213902429958366,0.5654483460347045,2.067624846557728,,0.5058977996858051,0.17256939430241766,0.23451168745420878,25.92921470401458
XP_027260201.1,serine protease HTRA1 isoform X3 [Cricetulus griseus],2.3532302221374053,39.20198966338707,71.2283507297189,51.427644944203394,429.10820248777196,0.3050416068765008,0.5059354353565378,0.7733563821372064,30.184796235097647,499.09924353235414,,1.4466487247661568,1.460731856146579,1.3699795566994204,6268.771007849104
XP_027260627.1,tetratricopeptide repeat protein 13 isoform X3 [Cricetulus griseus],,0.13415754413924608,0.34256016483517965,0.2412942654147568,13.608249234079045,,,,,18.102422356299705,,,,,40.96746409678432
XP_027260649.1,angiotensinogen [Cricetulus griseus],,,,21.19001825774577,,,,,,,,,13.894421943747423,26.19576291715084,
XP_027260743.1,sphingomyelin phosphodiesterase [Cricetulus griseus],,1.4934729863923408,2.704868879626566,1.7452741146775768,29.094001448760224,,,,1.0538789403592952,34.68365095141365,,,,,208.4052888313491
XP_027260936.1,inter-alpha-trypsin inhibitor heavy chain H5 isoform X2 [Cricetulus griseus],,0.10922108160555338,0.21905758840483325,0.7270619165439466,18.011727336132264,,,,0.2676167759730579,19.325674461890387,,,,,45.692288771748245
XP_027261047.1,vimentin [Cricetulus griseus],,,0.37226337141086707,0.262344142150847,16.60046452123254,,,,,5.167893857845064,,,,,25.369862304004315
XP_027261821.1,"alanine--tRNA ligase, cytoplasmic [Cricetulus griseus]",,0.523385697833509,1.6324554757302157,0.9253006451369087,77.42249210540612,,,,,74.13119666255436,,,,,204.08259929182577
XP_027262047.1,phenylalanine--tRNA ligase alpha subunit [Cricetulus griseus],,,,0.017245052818909538,3.7532136769672886,,,,,2.411194532006391,,,,,12.45090859912364
XP_027262114.1,vacuolar protein sorting-associated protein 35 isoform X2 [Cricetulus griseus],,,0.3760607091926883,0.12921821484881102,29.825895212066374,,,,0.07367463612907052,37.34682318325375,,,,,127.45597900667946
XP_027262178.1,lysosomal acid lipase/cholesteryl ester hydrolase [Cricetulus griseus],,1.389291803080022,2.4721707297935,1.9088214188724246,36.07371442181762,,,,1.1699765652390672,44.62017359866745,,,,,197.4284075625755
XP_027262475.1,pre-mRNA-processing factor 19 isoform X3 [Cricetulus griseus],,,,0.10435714026918154,,,,,,6.695278611652386,,,,,2.999010236318623
XP_027262839.1,xaa-Pro aminopeptidase 1 isoform X6 [Cricetulus griseus],,,0.09006503770738833,0.0713305436903021,,,,,,3.0103906808642913,,,,,11.52306827609513
XP_027263554.1,40S ribosomal protein S3 isoform X2 [Cricetulus griseus],,0.1606810852127568,0.465173204913691,0.3465302108886956,3.35794675583057,,,,0.8018441578335579,9.059420786932439,,,,,92.31612463290153
XP_027264066.1,ras GTPase-activating-like protein IQGAP1 isoform X1 [Cricetulus griseus],,,,28.349910091114005,16.56238023365995,,,,17.469314963136487,,,,,44.667810056888634,37.90973699095572
XP_027264128.1,elongation factor 1-gamma [Cricetulus griseus],,1.574026235013135,6.1966338514393,2.340679100823833,214.2350018056502,,,,1.8246588067688494,180.50847688444858,,,,,473.6027761580087
XP_027264829.1,26S proteasome non-ATPase regulatory subunit 13 isoform X3 [Cricetulus griseus],,0.16528346603805666,0.2951309275920396,0.27034843552491516,6.103026869075725,,,,0.10953194288003738,6.165235278589858,,,,,46.12951008792014
XP_027265239.1,nidogen-1 isoform X3 [Cricetulus griseus],,1.1680418275972502,1.6573061680413674,1.3768178725957696,49.2139306236842,,,,69.4403099302529,75.9757038282679,,,,,150.928848625442
XP_027265933.1,coatomer subunit beta [Cricetulus griseus],,0.30525942805962697,2.5701254524004016,1.343706490747259,11.33823131596291,,,,1.1179512049586624,19.788428622995347,,,,,218.72208067626588
XP_027265953.1,nucleobindin-2 isoform X2 [Cricetulus griseus],,,,0.15841138244587671,18.624680981843614,,,,,7.024086894789202,,,,,28.335008045696863
XP_027265955.1,40S ribosomal protein S15a [Cricetulus griseus],,0.2471281946474652,0.492696750449925,0.23031779947659275,2.554439460572417,,,,0.09918271764458367,3.0250487419353793,,,,,32.174439110076996
XP_027266188.1,biogenesis of lysosome-related organelles complex 1 subunit 5 isoform X1 [Cricetulus griseus],,,,0.8222292162731544,,,,,,,,,,,
XP_027266732.1,procollagen C-endopeptidase enhancer 2 isoform X2 [Cricetulus griseus],,,0.08674989881212515,0.045545953244835805,0.2878147954292594,,,,,0.2994380242642667,,,,,15.510216771359785
XP_027267697.1,out at first protein homolog isoform X2 [Cricetulus griseus],,1.7579938775695645,2.9954031761539865,2.760331722749571,15.579651035309164,,,,1.8226229071386988,11.929062995551822,,,,,138.17890279025312
XP_027267778.1,coatomer subunit delta [Cricetulus griseus],,,0.16879874232203124,0.08537062683907225,4.687770487881385,,,,,4.177640106319615,,,,,21.505269544120736
XP_027268152.1,T-complex protein 1 subunit theta isoform X2 [Cricetulus griseus],,0.6022361089077739,2.32513591813466,2.277922257775014,220.45124534016273,,,,1.1413485785344186,83.70516610995631,,,,,218.306542175891
XP_027268207.1,heat shock 70 kDa protein 13 isoform X2 [Cricetulus griseus],,0.25721523874278013,1.6032024723968499,0.3997767383198684,25.23749024754277,,,,0.31857734289187367,16.113754856449695,,,,,194.63543693737586
XP_027268410.1,coiled-coil domain-containing protein 80 [Cricetulus griseus],,,,10.318162766760553,3.790192315854093,,,,,3.8122648911154076,,,,5.372033055148113,41.81445519075543
XP_027268506.1,follistatin-related protein 1 [Cricetulus griseus],,0.6942268483423922,1.2796317393060972,0.7347250257814808,,,,,0.34675607630193417,,,,,,32.57110417669336
XP_027268794.1,dnaJ homolog subfamily B member 11 [Cricetulus griseus],,1.770388774397182,2.7822677483547475,1.6407033968876978,10.933921004105486,,,,0.969211811135676,15.22353785572749,,,,,89.72295674351811
XP_027269422.1,actin-related protein 2/3 complex subunit 1B [Cricetulus griseus],,,,0.04078933278964146,,,,,,,,,,,10.86964468622679
XP_027269590.1,ras-related protein Rab-35 isoform X2 [Cricetulus griseus],,1.5824832797896558,2.7763424177641487,1.895446185135059,3.9799028496700126,,,,1.043691857388188,6.680623010050662,,,,,83.47714134293034
XP_027269616.1,T-complex protein 1 subunit zeta [Cricetulus griseus],,0.08062528754355687,1.029311312349081,2.0631027567038873,75.96691516421859,,,,0.8391150048710737,62.001847745310165,,,,,384.47680074943946
XP_027269703.1,translation initiation factor eIF-2B subunit alpha isoform X2 [Cricetulus griseus],,,,0.07540524748094968,0.07871394568986922,,,,,0.6084891078580166,,,,,2.9927927956864
XP_027269956.1,putative phospholipase B-like 2 [Cricetulus griseus],1.0311021992888816,6.056764210497006,8.69597169556755,7.120544112008285,81.45332569098777,,,,3.2963071291114905,73.70278197995246,,0.5622012944384567,,,348.49807744019216
XP_027270017.1,60S acidic ribosomal protein P0 isoform X1 [Cricetulus griseus],,0.257658297461158,0.5166738937979153,0.4755607355417091,2.332265972592737,,,,0.1891496337610209,4.875267544405388,,,,,49.83855179063457
XP_027270674.1,pyruvate kinase PKM isoform X2 [Cricetulus griseus],,0.468391688148725,2.0020769180625377,2.019751823626145,37.46665015867707,,,,0.96467691637553,60.0634787202642,,9.886614463631995,,,297.74267437929717
XP_027271112.1,glycerol-3-phosphate dehydrogenase 1-like protein [Cricetulus griseus],0.13625211183028457,0.3277007971994054,0.369465323318838,0.2791987022488467,2.803159624101751,,,,0.24033905463340272,4.079969120677009,,0.04112728535298242,,,36.84475230558724
XP_027271994.1,heat shock protein beta-1 isoform X2 [Cricetulus griseus],,0.11662371069233594,0.2398945441439781,0.20658695401029975,30.11499298218756,,,,0.12003855537176088,23.31445784783907,,,,,50.40319127736825
XP_027272044.1,procollagen C-endopeptidase enhancer 1 [Cricetulus griseus],,2.350275593817027,3.4880323783633655,0.8483782292529654,47.06976853898482,,,,0.4490004086688337,62.15481057785378,,,,,183.87957112547411
XP_027272396.1,cytoplasmic dynein 1 heavy chain 1 isoform X2 [Cricetulus griseus],,,1.0748803102977753,3.3546045696724227,251.80723173831691,,,,,223.3960745709582,,,,,1474.4186534073995
XP_027273039.1,peroxiredoxin-6 isoform X2 [Cricetulus griseus],336.65779471913476,,338.3090825019263,85.8630008800228,1.2096917640963634,,,259.11846756668973,,2.051020816824069,,,416.82829001007076,,17.876360123857083
XP_027273140.1,sulfhydryl oxidase 1 isoform X2 [Cricetulus griseus],,,0.23776981387884646,0.1984715283042012,,,,,,0.9671201148058985,,,,,22.119812853930558
XP_027273538.1,"aspartate--tRNA ligase, cytoplasmic [Cricetulus griseus]",,,0.46855864795719715,0.31729772724983624,6.765713155762719,,,,,7.560221606210815,,,,,25.959895139044935
XP_027273578.1,actin-related protein 3 [Cricetulus griseus],,,,28.89196854729674,2.041870762339573,,108.81888346381524,89.48093933236082,,4.013410950133312,,,,,25.561025275894625
XP_027274154.1,eukaryotic translation initiation factor 2 subunit 1 [Cricetulus griseus],0.36783601433249286,0.3409833489024357,0.386312570988313,0.490792393123871,1.9777415580543618,,,0.23861807616176448,0.25825680926083944,1.5557063189211306,,,,,5.270555089307293
XP_027274543.1,bifunctional glutamate/proline--tRNA ligase isoform X2 [Cricetulus griseus],,0.6996105704927829,1.5288755880363933,1.0729400157895517,62.34751909203113,,,,0.66709863388495,75.63438818968584,,,,,202.2346636166338
